nume_actiune,timestamp
READ_ALL_PRODUSE,2025-05-19 23:03:07
READ_ALL_PRODUSE,2025-05-19 23:03:07
CREATE_FACTURA,2025-05-19 23:03:07
READ_ALL_FACTURI,2025-05-19 23:03:07
READ_ALL_CLIENTS,2025-05-19 23:05:18
READ_ALL_COMENZI,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:05:18
CREATE_PRODUS,2025-05-19 23:05:18
CREATE_PRODUS,2025-05-19 23:05:18
CREATE_PRODUS,2025-05-19 23:05:18
CREATE_CLIENT,2025-05-19 23:05:18
CREATE_COMANDA,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_ALL_COMENZI,2025-05-19 23:05:18
CREATE_CLIENT,2025-05-19 23:05:18
CREATE_COMANDA,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_ALL_COMENZI,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_ALL_COMENZI,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_CLIENT,2025-05-19 23:05:18
READ_PRODUS,2025-05-19 23:05:18
READ_COMANDA,2025-05-19 23:05:18
READ_ALL_COMENZI,2025-05-19 23:05:18
READ_ALL_CLIENTS,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:12:29
CREATE_PRODUS,2025-05-19 23:12:29
CREATE_PRODUS,2025-05-19 23:12:29
CREATE_PRODUS,2025-05-19 23:12:29
CREATE_CLIENT,2025-05-19 23:12:29
CREATE_COMANDA,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
CREATE_CLIENT,2025-05-19 23:12:29
CREATE_COMANDA,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_PRODUSE,2025-05-19 23:12:29
READ_ALL_PRODUSE,2025-05-19 23:12:29
CREATE_FACTURA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_FACTURI,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_CLIENT,2025-05-19 23:12:29
READ_PRODUS,2025-05-19 23:12:29
READ_COMANDA,2025-05-19 23:12:29
READ_ALL_COMENZI,2025-05-19 23:12:29
READ_ALL_PRODUSE,2025-05-19 23:12:29
READ_ALL_PRODUSE,2025-05-19 23:12:29
READ_ALL_CLIENTS,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:07
CREATE_PRODUS,2025-05-19 23:16:07
CREATE_PRODUS,2025-05-19 23:16:07
CREATE_PRODUS,2025-05-19 23:16:07
CREATE_COMANDA,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
UPDATE_CLIENT,2025-05-19 23:16:07
CREATE_COMANDA,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
UPDATE_CLIENT,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_PRODUSE,2025-05-19 23:16:07
READ_ALL_PRODUSE,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_FACTURI,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_CLIENT,2025-05-19 23:16:07
READ_PRODUS,2025-05-19 23:16:07
READ_COMANDA,2025-05-19 23:16:07
READ_ALL_COMENZI,2025-05-19 23:16:07
READ_ALL_PRODUSE,2025-05-19 23:16:07
READ_ALL_PRODUSE,2025-05-19 23:16:07
READ_ALL_CLIENTS,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:16:36
CREATE_PRODUS,2025-05-19 23:16:36
CREATE_PRODUS,2025-05-19 23:16:36
CREATE_PRODUS,2025-05-19 23:16:36
CREATE_CLIENT,2025-05-19 23:16:36
CREATE_COMANDA,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
UPDATE_CLIENT,2025-05-19 23:16:36
CREATE_CLIENT,2025-05-19 23:16:36
CREATE_COMANDA,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
UPDATE_CLIENT,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_PRODUSE,2025-05-19 23:16:36
READ_ALL_PRODUSE,2025-05-19 23:16:36
CREATE_FACTURA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_FACTURI,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_CLIENT,2025-05-19 23:16:36
READ_PRODUS,2025-05-19 23:16:36
READ_COMANDA,2025-05-19 23:16:36
READ_ALL_COMENZI,2025-05-19 23:16:36
READ_ALL_PRODUSE,2025-05-19 23:16:36
READ_ALL_PRODUSE,2025-05-19 23:16:36
READ_ALL_CLIENTS,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:21:17
CREATE_PRODUS,2025-05-19 23:21:17
CREATE_PRODUS,2025-05-19 23:21:17
CREATE_PRODUS,2025-05-19 23:21:17
CREATE_CLIENT,2025-05-19 23:21:17
CREATE_COMANDA,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
UPDATE_CLIENT,2025-05-19 23:21:17
CREATE_CLIENT,2025-05-19 23:21:17
CREATE_COMANDA,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
UPDATE_CLIENT,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_PRODUSE,2025-05-19 23:21:17
READ_ALL_PRODUSE,2025-05-19 23:21:17
CREATE_FACTURA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_FACTURI,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_CLIENT,2025-05-19 23:21:17
READ_PRODUS,2025-05-19 23:21:17
READ_COMANDA,2025-05-19 23:21:17
READ_ALL_COMENZI,2025-05-19 23:21:17
READ_ALL_PRODUSE,2025-05-19 23:21:17
READ_ALL_PRODUSE,2025-05-19 23:21:17
READ_ALL_CLIENTS,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:23:37
CREATE_PRODUS,2025-05-19 23:23:37
CREATE_PRODUS,2025-05-19 23:23:37
CREATE_PRODUS,2025-05-19 23:23:37
CREATE_CLIENT,2025-05-19 23:23:37
CREATE_COMANDA,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
UPDATE_CLIENT,2025-05-19 23:23:37
CREATE_CLIENT,2025-05-19 23:23:37
CREATE_COMANDA,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
UPDATE_CLIENT,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_PRODUSE,2025-05-19 23:23:37
READ_ALL_PRODUSE,2025-05-19 23:23:37
CREATE_FACTURA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_FACTURI,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_CLIENT,2025-05-19 23:23:37
READ_PRODUS,2025-05-19 23:23:37
READ_COMANDA,2025-05-19 23:23:37
READ_ALL_COMENZI,2025-05-19 23:23:37
READ_ALL_PRODUSE,2025-05-19 23:23:37
READ_ALL_PRODUSE,2025-05-19 23:23:37
READ_ALL_CLIENTS,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
READ_ALL_CLIENTS,2025-05-19 23:26:04
CREATE_PRODUS,2025-05-19 23:26:04
CREATE_PRODUS,2025-05-19 23:26:04
CREATE_PRODUS,2025-05-19 23:26:04
CREATE_CLIENT,2025-05-19 23:26:04
CREATE_COMANDA,2025-05-19 23:26:04
READ_ALL_CLIENTS,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
UPDATE_CLIENT,2025-05-19 23:26:04
CREATE_CLIENT,2025-05-19 23:26:04
CREATE_COMANDA,2025-05-19 23:26:04
READ_ALL_CLIENTS,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
UPDATE_CLIENT,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
READ_ALL_CLIENTS,2025-05-19 23:26:04
READ_ALL_CLIENTS,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_PRODUSE,2025-05-19 23:26:04
READ_ALL_PRODUSE,2025-05-19 23:26:04
CREATE_FACTURA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_FACTURI,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_CLIENT,2025-05-19 23:26:04
READ_PRODUS,2025-05-19 23:26:04
READ_COMANDA,2025-05-19 23:26:04
READ_ALL_COMENZI,2025-05-19 23:26:04
READ_ALL_PRODUSE,2025-05-19 23:26:04
READ_ALL_PRODUSE,2025-05-19 23:26:04
